#
# Transition date estimate for austincary
#
# Site: austincary
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2016
# Year max: 2018
# Final Processing Date: 2019-09-10
# Final Processing Time: 12:48:04
# Spline RMSE gcc_mean: 2.94306
# Spline RMSE gcc_50: 3.14948
# Spline RMSE gcc_75: 3.25874
# Spline RMSE gcc_90: 3.33981
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
austincary,EN,1000,rising,gcc_90,2016-05-10,2016-05-31,2016-06-30,2016-05-09,2016-05-30,2016-06-29,2016-05-11,2016-06-01,2016-07-01,54.4316,57.43232,62.63302,52.51316,72.40442
austincary,EN,1000,rising,gcc_90,2017-04-15,2017-05-11,2017-06-06,2017-04-14,2017-05-10,2017-06-05,2017-04-16,2017-05-12,2017-06-07,52.21229,55.19866,60.54901,50.13711,70.92023
austincary,EN,1000,rising,gcc_90,2018-04-05,2018-04-29,2018-07-28,2018-04-04,2018-04-28,2018-07-26,2018-04-06,2018-04-30,2018-07-29,50.63786,53.10707,57.75991,48.962,65.86245
austincary,EN,1000,rising,gcc_75,2016-05-10,2016-05-30,2016-07-01,2016-05-09,2016-05-29,2016-06-30,2016-05-11,2016-05-31,2016-07-02,51.92921,54.77216,59.77563,50.08442,69.25076
austincary,EN,1000,rising,gcc_75,2017-04-17,2017-05-14,2017-06-12,2017-04-16,2017-05-13,2017-06-10,2017-04-18,2017-05-15,2017-06-13,49.3046,52.75677,58.84426,46.98175,70.26366
austincary,EN,1000,rising,gcc_75,2018-04-07,2018-07-08,2018-07-28,2018-04-06,2018-07-07,2018-07-27,2018-04-08,2018-07-09,2018-07-29,47.06241,49.56616,53.90386,45.49648,61.99082
austincary,EN,1000,rising,gcc_50,2016-05-13,2016-06-02,2016-07-01,2016-05-12,2016-06-01,2016-06-30,2016-05-14,2016-06-03,2016-07-02,47.71244,50.46246,55.1557,45.91911,64.27307
austincary,EN,1000,rising,gcc_50,2017-04-15,2017-05-10,2017-06-06,2017-04-14,2017-05-09,2017-06-05,2017-04-16,2017-05-11,2017-06-07,44.42426,47.17823,51.97252,42.6578,61.12082
austincary,EN,1000,rising,gcc_50,2018-07-17,2018-07-26,2018-08-06,2018-07-16,2018-07-25,2018-08-05,2018-07-18,2018-07-27,2018-08-07,43.06364,45.05497,48.98698,41.80147,55.90072
austincary,EN,1000,rising,gcc_mean,2016-05-20,2016-06-12,2016-07-08,2016-05-19,2016-06-11,2016-07-07,2016-05-22,2016-06-13,2016-07-09,45.97517,48.74011,53.35544,44.25449,62.42776
austincary,EN,1000,rising,gcc_mean,2017-04-19,2017-05-20,2017-06-18,2017-04-18,2017-05-19,2017-06-17,2017-04-21,2017-05-21,2017-06-19,43.22714,46.23304,51.18204,41.34977,60.95413
austincary,EN,1000,rising,gcc_mean,2018-07-17,2018-07-26,2018-08-06,2018-07-16,2018-07-25,2018-08-05,2018-07-18,2018-07-27,2018-08-07,41.21544,43.49484,47.46594,39.98021,54.49703
austincary,EN,1000,falling,gcc_90,2018-11-23,2018-11-15,2018-11-01,2018-11-24,2018-11-16,2018-11-02,2018-11-22,2018-11-14,2018-10-31,47.85962,51.02204,56.60914,45.98599,66.84067
austincary,EN,1000,falling,gcc_90,2017-11-12,2017-11-01,2017-10-14,2017-11-22,2017-11-22,2017-11-22,2017-07-22,2017-07-22,2017-07-22,49.57165,53.26443,59.33902,47.49698,71.05878
