#
# Transition date estimate for canadaOBS
#
# Site: canadaOBS
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2011
# Year max: 2018
# Final Processing Date: 2019-09-10
# Final Processing Time: 12:50:03
# Spline RMSE gcc_mean: 0.04501
# Spline RMSE gcc_50: 0.04483
# Spline RMSE gcc_75: 0.0447
# Spline RMSE gcc_90: 0.04748
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
canadaOBS,EN,1000,rising,gcc_90,2012-03-27,2012-04-16,2012-05-12,2012-03-20,2012-04-12,2012-05-07,2012-04-04,2012-04-21,2012-05-17,-0.13715,-0.08331,0.00992,-0.1718,0.19131
canadaOBS,EN,1000,rising,gcc_90,2013-04-09,2013-04-23,2013-05-15,2013-04-02,2013-04-20,2013-05-11,2013-04-14,2013-04-27,2013-05-20,-0.1795,-0.12272,-0.01865,-0.21908,0.1814
canadaOBS,EN,1000,rising,gcc_90,2014-04-07,2014-04-23,2014-05-17,2014-03-30,2014-04-20,2014-05-13,2014-04-13,2014-04-27,2014-05-21,-0.19665,-0.13323,-0.02021,-0.23968,0.19678
canadaOBS,EN,1000,rising,gcc_90,2015-03-18,2015-04-13,2015-05-11,2015-03-06,2015-04-07,2015-05-06,2015-03-27,2015-04-18,2015-05-15,-0.2065,-0.14639,-0.04448,-0.24672,0.15572
canadaOBS,EN,1000,rising,gcc_90,2016-04-02,2016-04-18,2016-05-10,2016-03-26,2016-04-14,2016-05-06,2016-04-08,2016-04-22,2016-05-13,-0.19044,-0.12492,-0.01134,-0.2329,0.20339
canadaOBS,EN,1000,rising,gcc_90,2017-04-06,2017-04-22,2017-05-16,2017-03-30,2017-04-18,2017-05-11,2017-04-12,2017-04-26,2017-05-20,-0.17867,-0.11659,-0.00854,-0.21913,0.19741
canadaOBS,EN,1000,rising,gcc_90,2018-04-03,2018-04-18,2018-05-09,2018-03-15,2018-03-15,2018-05-05,2018-04-26,2018-04-26,2018-05-12,-0.16311,-0.10287,0.00488,-0.20429,0.20891
canadaOBS,EN,1000,rising,gcc_75,2012-03-27,2012-04-16,2012-05-12,2012-03-20,2012-04-12,2012-05-07,2012-04-04,2012-04-21,2012-05-16,-0.16525,-0.11203,-0.01838,-0.19946,0.15887
canadaOBS,EN,1000,rising,gcc_75,2013-04-08,2013-04-23,2013-05-15,2013-03-31,2013-04-19,2013-05-10,2013-04-13,2013-04-27,2013-05-19,-0.19737,-0.14089,-0.0423,-0.23483,0.1458
canadaOBS,EN,1000,rising,gcc_75,2014-04-07,2014-04-24,2014-05-18,2014-03-31,2014-04-20,2014-05-14,2014-04-13,2014-04-28,2014-05-22,-0.21232,-0.14868,-0.04287,-0.25128,0.16288
