#
# Transition date estimate for oregonYP
#
# Site: oregonYP
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2014
# Final Processing Date: 2019-09-10
# Final Processing Time: 15:20:50
# Spline RMSE gcc_mean: 2.91715
# Spline RMSE gcc_50: 2.92251
# Spline RMSE gcc_75: 2.90949
# Spline RMSE gcc_90: 3.13947
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
oregonYP,EN,1000,rising,gcc_90,2012-03-13,2012-03-25,2012-04-12,2012-03-12,2012-03-24,2012-04-11,2012-03-14,2012-03-26,2012-04-13,25.69316,29.01039,35.45774,23.45416,46.88225
oregonYP,EN,1000,rising,gcc_90,2013-02-22,2013-03-07,2013-04-02,2013-02-21,2013-03-06,2013-04-01,2013-02-23,2013-03-08,2013-04-03,26.67187,30.80098,37.81326,23.96767,51.55597
oregonYP,EN,1000,rising,gcc_90,2014-03-10,2014-03-20,2014-04-11,2014-03-09,2014-03-19,2014-04-10,2014-03-11,2014-03-21,2014-04-12,24.60259,28.9034,36.36541,22.07554,50.58697
oregonYP,EN,1000,rising,gcc_75,2012-03-14,2012-03-26,2012-04-12,2012-03-13,2012-03-25,2012-04-11,2012-03-15,2012-03-27,2012-04-13,24.38465,28.01445,34.27435,22.13618,45.86962
oregonYP,EN,1000,rising,gcc_75,2013-02-22,2013-03-06,2013-04-02,2013-02-21,2013-03-05,2013-04-01,2013-02-23,2013-03-07,2013-04-03,25.31807,29.15195,36.08872,22.82926,49.12629
oregonYP,EN,1000,rising,gcc_75,2014-03-11,2014-03-21,2014-04-11,2014-03-10,2014-03-20,2014-04-10,2014-03-12,2014-03-22,2014-04-12,23.70187,27.79953,34.73232,21.03873,48.35056
oregonYP,EN,1000,rising,gcc_50,2012-03-14,2012-03-25,2012-04-11,2012-03-13,2012-03-24,2012-04-10,2012-03-15,2012-03-26,2012-04-12,22.69685,26.09424,32.25652,20.59908,43.36826
oregonYP,EN,1000,rising,gcc_50,2013-02-21,2013-03-06,2013-04-02,2013-02-20,2013-03-05,2013-04-01,2013-02-22,2013-03-07,2013-04-03,23.63802,27.36187,33.83627,21.20782,46.15385
oregonYP,EN,1000,rising,gcc_50,2014-03-15,2014-03-25,2014-04-13,2014-03-14,2014-03-24,2014-04-12,2014-03-16,2014-03-26,2014-04-14,23.959,27.69473,33.67962,22.00553,45.28278
oregonYP,EN,1000,rising,gcc_mean,2012-03-14,2012-03-24,2012-04-10,2012-03-13,2012-03-23,2012-04-09,2012-03-15,2012-03-25,2012-04-11,22.82482,25.8258,31.75638,20.65081,42.68185
oregonYP,EN,1000,rising,gcc_mean,2013-02-19,2013-03-04,2013-03-31,2013-02-18,2013-03-03,2013-03-30,2013-02-20,2013-03-05,2013-04-01,22.76256,26.45297,33.09159,20.49131,45.34513
oregonYP,EN,1000,rising,gcc_mean,2014-03-15,2014-03-24,2014-04-13,2014-03-14,2014-03-23,2014-04-12,2014-03-16,2014-03-26,2014-04-14,23.67281,27.08542,33.17419,21.70941,44.46085
oregonYP,EN,1000,falling,gcc_90,2014-12-05,2014-11-26,2014-11-08,2014-12-19,2014-12-19,2014-11-09,2014-11-25,2014-11-25,2014-11-07,34.07169,36.49597,41.27719,32.49053,49.76272
oregonYP,EN,1000,falling,gcc_90,2013-12-14,2013-12-01,2013-11-11,2013-12-15,2013-12-02,2013-11-12,2013-12-12,2013-11-30,2013-11-10,27.26061,31.19246,38.23839,24.73233,51.70522
oregonYP,EN,1000,falling,gcc_90,2012-12-28,2012-12-22,2012-12-09,2012-12-29,2012-12-23,2012-12-10,2012-12-27,2012-12-21,2012-12-08,25.87129,29.44413,35.44039,23.81535,46.42701
oregonYP,EN,1000,falling,gcc_75,2014-11-27,2014-11-20,2014-11-03,2014-12-19,2014-11-21,2014-11-04,2014-11-25,2014-11-19,2014-11-02,31.86804,34.46251,39.10423,30.16693,47.69379
oregonYP,EN,1000,falling,gcc_75,2013-12-12,2013-11-30,2013-11-10,2013-12-13,2013-12-01,2013-11-11,2013-12-10,2013-11-29,2013-11-09,26.20247,29.97242,36.74631,23.84247,49.19109
oregonYP,EN,1000,falling,gcc_75,2012-12-30,2012-12-24,2012-12-10,2012-12-31,2012-12-25,2012-12-11,2012-12-29,2012-12-23,2012-12-09,23.53721,26.95923,33.56632,21.20684,45.43301
oregonYP,EN,1000,falling,gcc_50,2014-11-30,2014-11-23,2014-11-06,2014-12-19,2014-11-24,2014-11-07,2014-11-25,2014-11-22,2014-11-05,29.55577,31.97687,36.63719,28.16067,44.74549
oregonYP,EN,1000,falling,gcc_50,2013-12-12,2013-11-30,2013-11-11,2013-12-13,2013-12-01,2013-11-12,2013-12-11,2013-11-29,2013-11-10,25.23349,28.64197,34.58086,22.96415,46.1927
oregonYP,EN,1000,falling,gcc_50,2012-12-30,2012-12-23,2012-12-10,2012-12-31,2012-12-24,2012-12-11,2012-12-29,2012-12-22,2012-12-09,21.64974,25.58889,31.48816,19.79979,43.15411
oregonYP,EN,1000,falling,gcc_mean,2014-11-30,2014-11-24,2014-11-08,2014-12-19,2014-11-25,2014-11-09,2014-11-25,2014-11-22,2014-11-07,29.65282,31.69848,36.11583,28.10728,43.91025
oregonYP,EN,1000,falling,gcc_mean,2013-12-13,2013-12-01,2013-11-12,2013-12-14,2013-12-02,2013-11-13,2013-12-12,2013-11-30,2013-11-11,24.92834,28.24821,34.28815,22.71386,45.44888
oregonYP,EN,1000,falling,gcc_mean,2012-12-30,2012-12-24,2012-12-10,2012-12-31,2012-12-25,2012-12-11,2012-12-29,2012-12-22,2012-12-09,21.28412,24.65111,31.14144,19.42796,42.60913
