"year","doy3","gcc","tmin","tmax","doy","date"
2016,30,0.32189,-2.66666666666667,12,89,2016-03-29
2016,31,0.32201,-5.33333333333333,3.33333333333333,92,2016-04-01
2016,32,0.31812,-9,1.5,95,2016-04-04
2016,33,0.31707,-5,2.16666666666667,98,2016-04-07
2016,34,0.32461,-8.66666666666667,1.83333333333333,101,2016-04-10
2016,35,0.33175,-5.16666666666667,12.8333333333333,104,2016-04-13
2016,36,0.33431,9.16666666666667,23.3333333333333,107,2016-04-16
2016,37,0.33372,3.16666666666667,14.1666666666667,110,2016-04-19
2016,38,0.3366,-0.166666666666667,13.3333333333333,113,2016-04-22
2016,39,0.33315,1.5,6.83333333333333,116,2016-04-25
2016,40,0.33352,-1.16666666666667,13.6666666666667,119,2016-04-28
2016,41,0.33515,-1.66666666666667,16.3333333333333,122,2016-05-01
2016,42,0.3382,2.16666666666667,20.8333333333333,125,2016-05-04
2016,43,0.34233,3.66666666666667,24.8333333333333,128,2016-05-07
2016,44,0.33853,6.16666666666667,17.5,131,2016-05-10
2016,45,0.33842,1.16666666666667,8.83333333333333,134,2016-05-13
2016,46,0.33986,-0.833333333333333,14.1666666666667,137,2016-05-16
2016,47,0.34496,2.5,22.1666666666667,140,2016-05-19
2016,48,0.35117,7.33333333333333,25.8333333333333,143,2016-05-22
2016,49,0.35217,11.6666666666667,23.8333333333333,146,2016-05-25
2016,50,0.34912,10.1666666666667,19.1666666666667,149,2016-05-28
2016,51,0.35456,8.16666666666667,20.6666666666667,152,2016-05-31
2016,52,0.34859,8.16666666666667,18,155,2016-06-03
2016,53,0.3516,6.5,20,158,2016-06-06
2016,54,0.35744,7.5,24.8333333333333,161,2016-06-09
2016,55,0.35836,10.8333333333333,21.5,164,2016-06-12
2016,56,0.36128,12,20.3333333333333,167,2016-06-15
2016,57,0.35629,13.6666666666667,26.3333333333333,170,2016-06-18
2016,58,0.35749,11,23.8333333333333,173,2016-06-21
2016,59,0.35458,10.8333333333333,26.8333333333333,176,2016-06-24
2016,60,0.35823,9.5,21.8333333333333,179,2016-06-27
2016,61,0.3548,7.66666666666667,23.6666666666667,182,2016-06-30
2016,62,0.36357,10.6666666666667,24.6666666666667,185,2016-07-03
2016,63,0.3584,13.6666666666667,26,188,2016-07-06
2016,64,0.36846,13,24.1666666666667,191,2016-07-09
2016,65,0.35662,16.5,23.1666666666667,194,2016-07-12
2016,66,0.35525,11.1666666666667,22,197,2016-07-15
2016,67,0.35438,12.1666666666667,26,200,2016-07-18
2016,68,0.35351,16.1666666666667,29.8333333333333,203,2016-07-21
2016,69,0.35464,15.5,27.5,206,2016-07-24
2016,70,0.35208,14.5,26.5,209,2016-07-27
2016,71,0.35309,11.3333333333333,26.5,212,2016-07-30
2016,72,0.35281,14.8333333333333,28.6666666666667,215,2016-08-02
2016,73,0.35108,13.6666666666667,25.3333333333333,218,2016-08-05
2016,74,0.35626,11.1666666666667,26.3333333333333,221,2016-08-08
2016,75,0.351,15.3333333333333,24.6666666666667,224,2016-08-11
2016,76,0.35184,12.1666666666667,25.1666666666667,227,2016-08-14
2016,77,0.35032,12.8333333333333,27.1666666666667,230,2016-08-17
2016,78,0.35038,11,22,233,2016-08-20
2016,79,0.35058,13.5,26.6666666666667,236,2016-08-23
2016,80,0.35156,10,22.1666666666667,239,2016-08-26
2016,81,0.34773,12.1666666666667,24.3333333333333,242,2016-08-29
2016,82,0.34964,8.16666666666667,23.3333333333333,245,2016-09-01
2016,83,0.35019,14.8333333333333,23.8333333333333,248,2016-09-04
2016,84,0.34621,12.3333333333333,22.5,251,2016-09-07
2016,85,0.34782,9.33333333333333,22.3333333333333,254,2016-09-10
2016,86,0.34837,5.83333333333333,17.8333333333333,257,2016-09-13
2016,87,0.34521,8.33333333333333,19.5,260,2016-09-16
2016,88,0.34246,6.33333333333333,21.3333333333333,263,2016-09-19
2016,89,0.34278,6.66666666666667,20,266,2016-09-22
2016,90,0.33976,10.1666666666667,17,269,2016-09-25
2016,91,0.33857,7.5,12.8333333333333,272,2016-09-28
2016,92,0.33735,6.16666666666667,20.3333333333333,275,2016-10-01
2016,93,0.33518,8.66666666666667,21.3333333333333,278,2016-10-04
2016,94,0.3351,2,10,281,2016-10-07
2016,95,0.33228,3.66666666666667,16,284,2016-10-10
2016,96,0.3302,0.666666666666667,10.1666666666667,287,2016-10-13
2016,97,0.3314,2.5,16.3333333333333,290,2016-10-16
2016,98,0.33056,1,10,293,2016-10-19
2016,99,0.32937,-1.5,10.8333333333333,296,2016-10-22
2016,100,0.32757,-1.83333333333333,9.5,299,2016-10-25
2016,101,0.3276,4,9.5,302,2016-10-28
2016,102,0.33138,2.16666666666667,9.16666666666667,305,2016-10-31
2016,103,0.331,-0.333333333333333,13.6666666666667,308,2016-11-03
2016,104,0.33033,2.33333333333333,20,311,2016-11-06
2016,105,0.32961,0,15.3333333333333,314,2016-11-09
2016,106,0.32709,-1.5,12.3333333333333,317,2016-11-12
