#
# Transition date estimate for chibougamau
#
# Site: chibougamau
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2010
# Final Processing Date: 2019-09-10
# Final Processing Time: 15:12:04
# Spline RMSE gcc_mean: 0.00668
# Spline RMSE gcc_50: 0.00725
# Spline RMSE gcc_75: 0.00774
# Spline RMSE gcc_90: 0.00959
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
chibougamau,EN,1000,rising,gcc_90,2008-06-04,2008-06-10,2008-06-21,2008-05-27,2008-06-05,2008-06-16,2008-06-10,2008-06-16,2008-06-27,0.06403,0.06941,0.08053,0.0604,0.10012
chibougamau,EN,1000,rising,gcc_90,2009-06-02,2009-06-09,2009-06-21,2009-05-28,2009-06-05,2009-06-15,2009-06-03,2009-06-14,2009-06-24,0.06386,0.07122,0.08385,0.06027,0.10502
chibougamau,EN,1000,rising,gcc_90,2010-05-09,2010-05-22,2010-06-10,2010-04-24,2010-05-13,2010-06-02,2010-05-18,2010-05-30,2010-06-16,0.07536,0.08167,0.09293,0.07113,0.11364
chibougamau,EN,1000,rising,gcc_75,2009-06-01,2009-06-08,2009-06-21,2009-05-27,2009-06-05,2009-06-16,2009-06-06,2009-06-13,2009-06-24,0.05343,0.05996,0.07283,0.04966,0.09428
chibougamau,EN,1000,rising,gcc_75,2010-05-03,2010-05-20,2010-06-09,2010-04-14,2010-05-12,2010-06-02,2010-05-13,2010-05-27,2010-06-14,0.06091,0.06753,0.07904,0.05651,0.10078
chibougamau,EN,1000,rising,gcc_50,2008-06-02,2008-06-09,2008-06-20,2008-05-25,2008-06-05,2008-06-15,2008-06-08,2008-06-14,2008-06-24,0.04489,0.05046,0.06051,0.04155,0.07864
chibougamau,EN,1000,rising,gcc_50,2009-05-31,2009-06-07,2009-06-20,2009-05-24,2009-06-06,2009-06-19,2009-06-04,2009-06-11,2009-06-23,0.0439,0.0502,0.06317,0.03926,0.08615
chibougamau,EN,1000,rising,gcc_50,2010-05-08,2010-05-23,2010-06-11,2010-04-23,2010-05-17,2010-06-05,2010-05-18,2010-05-30,2010-06-15,0.04986,0.05605,0.06791,0.04566,0.08907
chibougamau,EN,1000,rising,gcc_mean,2008-06-02,2008-06-08,2008-06-20,2008-05-28,2008-06-05,2008-06-15,2008-06-07,2008-06-13,2008-06-24,0.04668,0.05177,0.06243,0.04341,0.08025
chibougamau,EN,1000,rising,gcc_mean,2009-06-01,2009-06-08,2009-06-21,2009-05-27,2009-06-05,2009-06-17,2009-06-05,2009-06-12,2009-06-23,0.04609,0.05219,0.06466,0.04171,0.08659
chibougamau,EN,1000,rising,gcc_mean,2010-05-05,2010-05-20,2010-06-10,2010-04-22,2010-05-13,2010-06-04,2010-05-13,2010-05-27,2010-06-14,0.05307,0.0594,0.07058,0.04887,0.09151
chibougamau,EN,1000,falling,gcc_90,2010-10-20,2010-10-11,2010-09-22,2010-10-26,2010-10-20,2010-10-20,2010-09-22,2010-08-30,2010-08-30,0.06773,0.0756,0.08876,0.0636,0.11326
chibougamau,EN,1000,falling,gcc_90,2009-10-03,2009-09-21,2009-09-04,2009-10-21,2009-10-01,2009-09-13,2009-09-22,2009-09-11,2009-08-29,0.07518,0.08,0.08913,0.07189,0.105
