#
# Transition date estimate for turkeypointenf02
#
# Site: turkeypointenf02
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2018
# Final Processing Date: 2019-09-10
# Final Processing Time: 15:13:01
# Spline RMSE gcc_mean: 0.00755
# Spline RMSE gcc_50: 0.00736
# Spline RMSE gcc_75: 0.00765
# Spline RMSE gcc_90: 0.00879
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
turkeypointenf02,EN,1000,rising,gcc_90,2013-04-03,2013-04-21,2013-05-17,2013-03-28,2013-04-16,2013-05-13,2013-04-10,2013-04-27,2013-05-20,-0.04485,-0.03353,-0.01448,-0.05165,0.02178
turkeypointenf02,EN,1000,rising,gcc_90,2014-04-19,2014-05-05,2014-05-27,2014-04-13,2014-04-29,2014-05-22,2014-04-26,2014-05-11,2014-05-31,-0.03512,-0.02671,-0.01141,-0.0406,0.01692
turkeypointenf02,EN,1000,rising,gcc_90,2015-04-08,2015-04-24,2015-05-20,2015-04-01,2015-04-19,2015-05-15,2015-04-14,2015-05-01,2015-05-23,-0.0329,-0.02385,-0.00684,-0.03915,0.02435
turkeypointenf02,EN,1000,rising,gcc_90,2016-04-11,2016-04-28,2016-05-27,2016-04-05,2016-04-22,2016-05-21,2016-04-17,2016-05-05,2016-06-02,-0.03393,-0.02407,-0.00769,-0.04014,0.02475
turkeypointenf02,EN,1000,rising,gcc_90,2017-04-01,2017-04-15,2017-05-08,2017-03-25,2017-04-10,2017-05-01,2017-04-08,2017-04-20,2017-05-13,-0.02979,-0.02085,-0.00564,-0.0352,0.02292
turkeypointenf02,EN,1000,rising,gcc_90,2018-04-26,2018-05-10,2018-05-30,2018-04-21,2018-05-05,2018-05-25,2018-05-02,2018-05-16,2018-06-02,-0.02416,-0.01587,-0.00086,-0.02931,0.02618
turkeypointenf02,EN,1000,rising,gcc_75,2013-04-04,2013-04-20,2013-05-16,2013-03-30,2013-04-16,2013-05-12,2013-04-09,2013-04-25,2013-05-19,-0.04998,-0.0392,-0.01977,-0.05719,0.01684
turkeypointenf02,EN,1000,rising,gcc_75,2014-04-19,2014-05-04,2014-05-25,2014-04-14,2014-04-29,2014-05-20,2014-04-24,2014-05-10,2014-05-29,-0.03845,-0.03041,-0.01623,-0.04392,0.011
turkeypointenf02,EN,1000,rising,gcc_75,2015-04-08,2015-04-24,2015-05-19,2015-04-02,2015-04-19,2015-05-15,2015-04-13,2015-04-29,2015-05-22,-0.03776,-0.02835,-0.01197,-0.04395,0.01906
turkeypointenf02,EN,1000,rising,gcc_75,2016-04-10,2016-04-26,2016-05-25,2016-04-05,2016-04-21,2016-05-19,2016-04-15,2016-05-01,2016-05-29,-0.03938,-0.02978,-0.01307,-0.04582,0.01861
