#
# Transition date estimate for turkeypointenf39
#
# Site: turkeypointenf39
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2019
# Final Processing Date: 2019-09-10
# Final Processing Time: 12:47:34
# Spline RMSE gcc_mean: 0.01231
# Spline RMSE gcc_50: 0.01251
# Spline RMSE gcc_75: 0.01237
# Spline RMSE gcc_90: 0.01269
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
turkeypointenf39,EN,1000,rising,gcc_90,2013-04-03,2013-04-16,2013-05-09,2013-03-30,2013-04-13,2013-05-04,2013-04-08,2013-04-20,2013-05-13,-0.09546,-0.07862,-0.04987,-0.10558,0.00523
turkeypointenf39,EN,1000,rising,gcc_90,2014-04-13,2014-04-26,2014-05-16,2014-04-05,2014-04-21,2014-05-10,2014-04-20,2014-05-01,2014-05-22,-0.06516,-0.05475,-0.03705,-0.07147,-0.00328
turkeypointenf39,EN,1000,rising,gcc_90,2015-04-08,2015-04-23,2015-05-15,2015-04-02,2015-04-16,2015-05-10,2015-04-14,2015-04-30,2015-05-20,-0.07807,-0.06727,-0.04837,-0.08547,-0.01144
turkeypointenf39,EN,1000,rising,gcc_90,2016-03-30,2016-04-13,2016-05-05,2016-03-21,2016-04-12,2016-05-04,2016-04-06,2016-04-19,2016-05-14,-0.09143,-0.08135,-0.0646,-0.09799,-0.03134
turkeypointenf39,EN,1000,rising,gcc_75,2013-04-03,2013-04-15,2013-05-08,2013-03-31,2013-04-13,2013-05-03,2013-04-08,2013-04-19,2013-05-11,-0.10652,-0.08984,-0.05883,-0.11701,-0.00237
turkeypointenf39,EN,1000,rising,gcc_75,2014-04-11,2014-04-24,2014-05-14,2014-04-03,2014-04-19,2014-05-09,2014-04-18,2014-04-29,2014-05-20,-0.07534,-0.06469,-0.04586,-0.08241,-0.00975
turkeypointenf39,EN,1000,rising,gcc_75,2015-04-09,2015-04-24,2015-05-15,2015-04-03,2015-04-18,2015-05-10,2015-04-15,2015-04-30,2015-05-19,-0.08672,-0.07511,-0.05521,-0.0945,-0.01641
turkeypointenf39,EN,1000,rising,gcc_75,2016-04-02,2016-04-15,2016-05-08,2016-03-25,2016-04-10,2016-04-30,2016-04-09,2016-04-20,2016-05-16,-0.09705,-0.08689,-0.06987,-0.10341,-0.03718
turkeypointenf39,EN,1000,rising,gcc_75,2017-04-02,2017-04-18,2017-05-09,2017-03-25,2017-04-11,2017-05-03,2017-04-11,2017-04-25,2017-05-15,-0.08431,-0.07548,-0.05958,-0.09022,-0.0294
turkeypointenf39,EN,1000,rising,gcc_50,2013-04-03,2013-04-15,2013-05-07,2013-03-31,2013-04-13,2013-05-03,2013-04-07,2013-04-19,2013-05-11,-0.12034,-0.10208,-0.06942,-0.13144,-0.00758
