#
# Transition date estimate for vancouverisland
#
# Site: vancouverisland
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2014
# Final Processing Date: 2019-09-10
# Final Processing Time: 12:47:53
# Spline RMSE gcc_mean: 0.00921
# Spline RMSE gcc_50: 0.00965
# Spline RMSE gcc_75: 0.01052
# Spline RMSE gcc_90: 0.01313
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
vancouverisland,EN,1000,rising,gcc_90,2012-05-29,2012-06-09,2012-06-23,2012-05-15,2012-05-30,2012-06-22,2012-05-30,2012-06-17,2012-07-03,0.01868,0.0245,0.03627,0.01464,0.05683
vancouverisland,EN,1000,rising,gcc_75,2012-05-24,2012-06-05,2012-06-19,2012-05-11,2012-05-27,2012-06-13,2012-05-25,2012-06-13,2012-06-24,0.0103,0.0161,0.02592,0.00679,0.04412
vancouverisland,EN,1000,rising,gcc_75,2014-05-03,2014-05-18,2014-06-08,2014-04-18,2014-05-10,2014-05-30,2014-05-15,2014-05-26,2014-06-14,0.01842,0.02499,0.03721,0.01426,0.05917
vancouverisland,EN,1000,rising,gcc_50,2012-05-20,2012-05-31,2012-06-15,2012-04-19,2012-05-22,2012-06-08,2012-05-31,2012-06-10,2012-06-20,0.00273,0.00744,0.01606,-0.00025,0.03198
vancouverisland,EN,1000,rising,gcc_50,2013-05-04,2013-05-15,2013-05-31,2013-04-03,2013-05-06,2013-05-23,2013-05-14,2013-05-24,2013-06-06,0.00933,0.01414,0.02261,0.00614,0.03885
vancouverisland,EN,1000,rising,gcc_50,2014-04-29,2014-05-15,2014-06-03,2014-04-16,2014-05-06,2014-05-26,2014-05-11,2014-05-22,2014-06-10,0.00994,0.01667,0.02804,0.00578,0.04954
vancouverisland,EN,1000,rising,gcc_mean,2012-05-20,2012-05-30,2012-06-14,2012-04-19,2012-05-21,2012-06-07,2012-05-30,2012-06-09,2012-06-19,0.00424,0.00871,0.01698,0.00126,0.03187
vancouverisland,EN,1000,rising,gcc_mean,2013-05-05,2013-05-14,2013-05-30,2013-03-31,2013-05-06,2013-05-22,2013-05-14,2013-05-23,2013-06-04,0.01134,0.01557,0.02424,0.00821,0.03972
vancouverisland,EN,1000,rising,gcc_mean,2014-04-26,2014-05-12,2014-05-30,2014-04-13,2014-05-03,2014-05-23,2014-05-08,2014-05-20,2014-06-06,0.01136,0.0179,0.02921,0.00732,0.05036
vancouverisland,EN,1000,falling,gcc_75,2014-01-30,2014-01-20,2013-10-29,2014-02-11,2014-01-29,2014-01-10,2014-01-20,2014-01-06,2013-10-18,0.01705,0.02194,0.02991,0.01432,0.04522
vancouverisland,EN,1000,falling,gcc_75,2013-01-30,2013-01-22,2013-01-10,2013-02-12,2013-01-29,2013-01-17,2013-01-21,2013-01-15,2013-01-01,0.01744,0.02191,0.03068,0.01454,0.04643
vancouverisland,EN,1000,falling,gcc_50,2013-11-11,2013-10-30,2013-10-16,2014-01-19,2013-11-12,2013-10-25,2013-10-29,2013-10-21,2013-10-05,0.01595,0.01994,0.02657,0.01336,0.03969
vancouverisland,EN,1000,falling,gcc_50,2013-01-30,2013-01-22,2013-01-11,2013-02-11,2013-01-31,2013-01-19,2013-01-21,2013-01-15,2013-01-02,0.00979,0.01378,0.02076,0.00735,0.0333
vancouverisland,EN,1000,falling,gcc_mean,2013-11-08,2013-10-27,2013-10-12,2014-01-16,2013-11-10,2013-10-22,2013-10-26,2013-10-17,2013-10-02,0.01839,0.02216,0.02844,0.01604,0.04064
vancouverisland,EN,1000,falling,gcc_mean,2013-01-30,2013-01-22,2013-01-11,2013-02-13,2013-02-01,2013-01-19,2013-01-20,2013-01-14,2012-12-31,0.0116,0.01509,0.02128,0.00944,0.03288
